age,job_type,risk_preference,current_asset,monthly_income,monthly_expense,monthly_cashflow,goal_amount,goal_months,expected_return,future_asset,shortage_amount,achievable
33,employee,medium,10370857,3395283,2356707,1038576,751000,26,0.0358,39240430,0,1
39,freelancer,medium,0,4383578,2255033,2128545,1659000,52,0.05,123304641,0,1
24,student,medium,5186787,0,2135463,-2135463,10000,88,0.055,0,10000,0
27,student,low,0,846988,696520,150468,2531000,5,0.0148,754198,1776802,0
43,freelancer,low,0,0,0,0,2352000,42,0.0169,0,2352000,0
42,employee,low,1823863,4006105,1851364,2154741,722000,53,0.0251,122676104,0,1
33,self_employed,high,0,1443077,1227082,215995,1979000,61,0.078,16106788,0,1
23,student,low,0,1189333,585092,604241,10000,47,0.0276,29954819,0,1
42,freelancer,low,0,0,0,0,1486000,79,0.027,0,1486000,0
36,employee,low,12668124,2493146,1707509,785637,220000,7,0.03,18432363,0,1
39,employee,medium,30936741,3640825,2273804,1367021,1149000,61,0.0415,130847619,0,1
19,student,low,0,0,0,0,10000,6,0.016,0,10000,0
47,self_employed,high,0,4775056,3082779,1692277,10000,1,0.0698,1692277,0,1
21,student,high,4517820,1031599,661783,369816,2140000,54,0.0798,30393762,0,1
47,professional,medium,16658509,6359009,4569930,1789079,10000,53,0.0436,124546967,0,1
33,professional,high,0,6419063,3757186,2661877,47000,22,0.089,63355405,0,1
23,student,medium,0,953122,542004,411118,10000,61,0.0437,28025020,0,1
20,student,low,0,391332,244261,147071,650000,72,0.0203,11250883,0,1
31,professional,high,0,5231391,3873048,1358343,1498000,79,0.0909,146172618,0,1
40,employee,medium,8087962,4228818,3016714,1212104,794000,91,0.0525,147161634,0,1
33,self_employed,medium,0,3587194,2740353,846841,10000,25,0.047,22196596,0,1
29,professional,medium,33800323,3189814,2055232,1134582,10000,124,0.0386,222878749,0,1
24,student,low,0,339088,292833,46255,800000,60,0.0222,2932325,0,1
22,student,low,3527517,468534,290693,177841,1194000,61,0.0183,15230968,0,1
31,professional,low,11502089,7232347,4895924,2336423,10000,20,0.0247,59638546,0,1
53,self_employed,medium,13010574,0,4648354,-4648354,10000,80,0.0493,0,10000,0
28,student,low,5561781,0,2935459,-2935459,351000,22,0.0162,0,351000,0
32,self_employed,high,37060852,5316443,3698973,1617470,10000,52,0.08,152490662,0,1
40,employee,medium,0,0,0,0,412000,89,0.032,0,412000,0
40,self_employed,medium,20051025,0,3716176,-3716176,10000,10,0.033,0,10000,0
41,self_employed,medium,0,0,0,0,575000,31,0.0584,0,575000,0
26,freelancer,low,9353578,6840126,5485351,1354775,1290000,62,0.0107,96206663,0,1
35,employee,low,20006381,2944746,1926595,1018151,1766000,113,0.0291,158480126,0,1
33,freelancer,medium,23569618,0,5675293,-5675293,1525000,51,0.0454,0,1525000,0
22,student,medium,0,0,0,0,10000,32,0.0407,0,10000,0
39,self_employed,high,12939749,1851103,1078788,772315,436000,19,0.078,30199699,0,1
31,self_employed,high,0,6670144,3660091,3010053,10000,114,0.0799,511239511,0,1
43,employee,medium,23572798,2718226,1814570,903656,1092000,54,0.0564,85766645,0,1
27,freelancer,high,7699341,1720718,913028,807690,100000,70,0.0683,80675006,0,1
31,freelancer,medium,11236661,5903794,4218031,1685763,433000,53,0.0342,109364498,0,1
34,freelancer,medium,17254528,2227138,1494397,732741,2998000,53,0.0394,62871739,0,1
22,freelancer,low,0,4469590,3323654,1145936,719000,43,0.0139,50493065,0,1
34,self_employed,medium,12542033,4258712,2307977,1950735,10000,9,0.0351,30639527,0,1
24,self_employed,medium,30541220,5858214,3104240,2753974,1922000,29,0.0422,117738851,0,1
22,student,high,936918,0,300314,-300314,10000,1,0.0916,643756,0,1
23,student,medium,4888212,0,752658,-752658,64000,36,0.0533,0,64000,0
53,employee,medium,21093409,3724798,2421905,1302893,525000,39,0.0339,77184270,0,1
36,professional,medium,31083266,1278792,821596,457196,810000,84,0.0469,88489862,0,1
28,self_employed,high,39161666,0,7259139,-7259139,168000,38,0.094,0,168000,0
44,employee,low,0,3258336,2266566,991770,10000,34,0.0256,34934592,0,1
20,student,high,0,1778545,1152064,626481,185000,55,0.0852,41972638,0,1
30,professional,medium,41190108,6752985,3391164,3361821,3358000,39,0.0306,183159117,0,1
24,employee,medium,11639934,3854114,2034937,1819177,2133000,19,0.0389,47969707,0,1
20,student,low,3768920,0,217928,-217928,789000,44,0.0247,0,789000,0
37,employee,low,6144348,3505780,1397352,2108428,128000,84,0.0168,194713663,0,1
32,freelancer,low,0,3741679,3270524,471155,10000,1,0.0276,471155,0,1
35,professional,high,45239038,7376537,4761343,2615194,750000,31,0.0611,140531570,0,1
32,freelancer,medium,26761189,5906304,3827415,2078889,10000,29,0.0441,93259649,0,1
27,student,low,18544,2236741,2101766,134975,1047000,39,0.0195,5449614,0,1
24,self_employed,medium,14485393,3529393,2937158,592235,10000,32,0.0493,36725569,0,1
44,employee,medium,22300723,0,13380433,-13380433,791000,70,0.0343,0,791000,0
38,employee,medium,0,3476817,2494381,982436,10000,35,0.032,35990775,0,1
23,student,medium,412175,0,247305,-247305,797000,70,0.0324,0,797000,0
22,employee,medium,27041800,3606665,2059858,1546807,10000,55,0.0356,124087005,0,1
28,professional,medium,28616906,4186642,2384571,1802071,2902000,95,0.0359,235670679,0,1
22,student,low,0,55852,43709,12143,912000,63,0.0139,793138,118862,0
23,student,low,0,390101,222124,167977,31000,55,0.019,9644970,0,1
41,self_employed,high,30394995,0,14126944,-14126944,814000,38,0.0858,0,814000,0
35,self_employed,medium,15612775,3722048,2036736,1685312,1111000,42,0.0438,94540975,0,1
20,student,low,0,0,0,0,557000,41,0.0153,0,557000,0
22,student,low,0,0,0,0,10000,31,0.0223,0,10000,0
37,employee,low,22832055,2017966,1072482,945484,2489000,13,0.0174,35665000,0,1
49,employee,high,20355822,2831235,2030938,800297,800000,67,0.0821,99878229,0,1
30,employee,low,9292969,3011695,1781497,1230198,10000,88,0.013,123743179,0,1
30,employee,low,32040313,2653506,2199700,453806,10000,70,0.0275,72021998,0,1
51,self_employed,medium,40020137,0,3769699,-3769699,10000,49,0.0389,0,10000,0
19,student,low,0,152279,129942,22337,1500000,65,0.014,1507462,0,1
26,student,low,0,0,0,0,1377000,30,0.0198,0,1377000,0
35,employee,low,29672577,3330893,2022326,1308567,10000,76,0.0296,145018665,0,1
30,professional,medium,44033518,3602709,1194942,2407767,2098000,66,0.0511,241333263,0,1
19,student,low,0,353873,290692,63181,1589000,1,0.0213,63181,1525819,0
35,self_employed,medium,15063338,4368055,3078823,1289232,1893000,34,0.0481,64118830,0,1
49,freelancer,high,16978071,2329315,1677912,651403,738000,95,0.081,118518129,0,1
35,freelancer,low,0,0,0,0,1298000,39,0.0189,0,1298000,0
42,self_employed,high,16298585,0,4376787,-4376787,771000,64,0.0714,0,771000,0
22,student,medium,0,1083805,669771,414034,754000,1,0.057,414034,339966,0
24,student,high,0,224310,180114,44196,634000,68,0.0894,3894737,0,1
36,employee,medium,0,4674233,3056740,1617493,351000,14,0.0563,23348606,0,1
28,self_employed,high,0,2263627,2311780,-48153,709000,33,0.0674,0,709000,0
38,self_employed,medium,26309885,5364347,3997298,1367049,1298000,72,0.0351,141849612,0,1
36,employee,low,9232583,3345503,2172838,1172665,10000,37,0.0282,55345546,0,1
24,freelancer,high,22910825,0,5907535,-5907535,10000,27,0.0848,0,10000,0
21,student,low,0,0,0,0,10000,4,0.0168,0,10000,0
24,student,high,7793447,1020674,792120,228554,1358000,44,0.0702,21505073,0,1
55,self_employed,low,31349118,0,10992562,-10992562,10000,82,0.0136,0,10000,0
37,freelancer,high,0,2528484,1609390,919094,1235000,63,0.082,72062708,0,1
35,self_employed,medium,30912978,5729739,4097007,1632732,10000,52,0.0415,129831739,0,1
34,professional,medium,13622772,3725224,2088714,1636510,10000,48,0.0421,101507953,0,1
33,employee,high,20466528,4630489,2805908,1824581,543000,52,0.0918,146404094,0,1
22,freelancer,high,6578467,0,2472417,-2472417,1161000,17,0.0931,0,1161000,0
25,freelancer,medium,14399974,0,5954997,-5954997,1073000,45,0.0445,0,1073000,0
25,student,low,1332015,365492,212355,153137,1134000,66,0.0261,12393192,0,1
28,professional,low,22315994,7000491,5454850,1545641,295000,93,0.0174,179303352,0,1
24,student,medium,9179630,759844,497496,262348,1093000,28,0.0307,17465584,0,1
32,self_employed,high,23132290,4926263,3955745,970518,578000,33,0.0676,62932909,0,1
45,self_employed,medium,57942456,0,20000000,-20000000,10000,22,0.0307,0,10000,0
43,professional,low,37225237,6693928,3871723,2822205,1960000,80,0.0296,294589850,0,1
23,student,low,9610714,1117151,1014836,102315,10000,56,0.0134,16139713,0,1
22,student,low,4174100,0,0,0,79000,48,0.0199,4519642,0,1
22,student,low,3326762,1345392,955269,390123,1697000,22,0.0135,12094933,0,1
22,student,medium,6238894,0,1059287,-1059287,116000,62,0.0535,0,116000,0
26,student,medium,397146,0,58795,-58795,670000,84,0.0369,0,670000,0
22,student,low,11207236,0,1873226,-1873226,10000,43,0.0205,0,10000,0
50,professional,low,40554054,4182122,2160914,2021208,273000,22,0.017,86971274,0,1
26,employee,medium,17481268,3041700,1820807,1220893,2499000,61,0.0541,108502338,0,1
25,employee,high,4733661,2070794,1617520,453274,285000,79,0.099,59263893,0,1
24,student,low,0,1720363,981733,738630,524000,77,0.0254,61700969,0,1
34,freelancer,high,0,0,0,0,584000,18,0.0807,0,584000,0
48,employee,low,11137742,2698176,1313613,1384563,10000,71,0.0185,116226444,0,1
45,freelancer,high,3054726,0,554681,-554681,1079000,113,0.0892,0,1079000,0
37,employee,low,9047626,2430457,1893829,536628,585000,87,0.0164,59728740,0,1
22,student,medium,7916780,272661,235755,36906,681000,48,0.0327,10911283,0,1
35,freelancer,high,0,0,0,0,10000,74,0.0665,0,10000,0
24,student,low,8776043,1450795,1087173,363622,1403000,71,0.0255,38038249,0,1
23,freelancer,medium,15618847,0,4177815,-4177815,306000,72,0.0433,0,306000,0
22,student,medium,1984842,1347533,710637,636896,1247000,21,0.0339,15865481,0,1
29,employee,high,18664315,4062415,2651748,1410667,541000,42,0.0955,96061971,0,1
44,self_employed,medium,0,2083989,2036070,47919,10000,16,0.0418,787063,0,1
53,self_employed,low,1480610,3166334,2899004,267330,577000,34,0.0111,10757216,0,1
33,employee,medium,37096799,3117885,1917083,1200802,1901000,59,0.0305,119421104,0,1
25,employee,low,4864547,2900185,1448687,1451498,1871000,1,0.0273,6327112,0,1
35,employee,medium,15105844,2429328,2116353,312975,591000,42,0.0369,31193533,0,1
40,freelancer,medium,8046373,0,3580525,-3580525,10000,47,0.0363,0,10000,0
22,employee,low,21686949,2019189,1264726,754463,729000,99,0.0285,111519217,0,1
31,self_employed,low,11004679,1111461,629289,482172,2465000,14,0.0145,17995995,0,1
23,student,medium,503269,0,0,0,1049000,47,0.0585,632508,416492,0
24,self_employed,medium,22313638,456434,249069,207365,1649000,43,0.0418,35513501,0,1
28,employee,medium,7583013,4388854,2356181,2032673,10000,70,0.0563,178495253,0,1
24,employee,medium,0,4124531,1932365,2192166,10000,27,0.0573,63013089,0,1
25,professional,high,19303996,2841887,1777681,1064206,10000,28,0.0758,55509507,0,1
22,freelancer,medium,23148189,2944001,1603748,1340253,1256000,56,0.0389,109900483,0,1
41,self_employed,medium,27566908,2431716,1663274,768442,24000,44,0.0313,66693443,0,1
25,student,high,3906853,755357,523073,232284,312000,50,0.09,19705109,0,1
26,student,medium,0,1313616,1118048,195568,10000,21,0.0368,4235354,0,1
58,self_employed,high,204794,0,66912,-66912,64000,59,0.0891,0,64000,0
23,student,high,3728558,0,1597299,-1597299,10000,66,0.0948,0,10000,0
41,professional,medium,2573155,5015092,2033559,2981533,10000,55,0.0414,183343536,0,1
38,self_employed,high,2811031,1673274,1419909,253365,10000,50,0.087,19237214,0,1
41,employee,low,10536254,4061009,2418061,1642948,10000,72,0.0118,133826886,0,1
27,freelancer,high,26441132,0,3573411,-3573411,1986000,101,0.0769,0,1986000,0
28,employee,low,12334719,2495124,1677904,817220,1540000,43,0.0282,50576347,0,1
28,freelancer,medium,18812659,2628500,1767942,860558,156000,21,0.0493,39338014,0,1
27,employee,high,30371423,2984403,2190511,793892,1409000,72,0.0641,114055342,0,1
25,professional,high,33102990,4706090,2769622,1936468,382000,78,0.0983,272839125,0,1
33,employee,medium,13351163,1553566,1033181,520385,286000,36,0.038,34770930,0,1
20,student,low,0,0,0,0,1472000,42,0.0137,0,1472000,0
21,student,low,0,0,0,0,995000,77,0.0215,0,995000,0
22,student,medium,3994910,0,2396946,-2396946,10000,61,0.0579,0,10000,0
26,student,low,2671420,1560421,1114121,446300,1160000,24,0.0244,13770318,0,1
22,student,low,0,0,0,0,10000,48,0.0133,0,10000,0
31,professional,medium,24750326,3872311,1691396,2180915,10000,51,0.0345,148262656,0,1
37,freelancer,medium,15290717,2865135,2081548,783587,1949000,86,0.0528,104000376,0,1
22,employee,medium,31067870,3495525,2446318,1049207,724000,73,0.0383,125300749,0,1
19,student,low,0,776330,625715,150615,10000,47,0.0103,7220471,0,1
24,student,low,5429508,0,1174808,-1174808,10000,36,0.0158,0,10000,0
46,self_employed,medium,12855918,3429884,2445080,984804,1355000,42,0.0458,59855462,0,1
23,student,low,0,1093102,993683,99419,1447000,40,0.027,4156318,0,1
26,student,low,0,0,0,0,1458000,47,0.013,0,1458000,0
19,student,medium,6476180,0,2765222,-2765222,10000,52,0.0518,0,10000,0
38,freelancer,medium,33261872,4973679,3303779,1669900,1916000,34,0.0547,100086250,0,1
34,freelancer,high,13013074,0,1848156,-1848156,1535000,27,0.0706,0,1535000,0
28,professional,low,37325098,4374710,2371071,2003639,303000,61,0.0148,167095525,0,1
34,professional,low,47603258,5350964,3601120,1749844,548000,47,0.0284,140079617,0,1
21,student,high,0,0,0,0,980000,54,0.097,0,980000,0
28,employee,low,27805239,2590493,2095113,495380,708000,78,0.0102,69642165,0,1
34,professional,low,21475696,4885365,3071961,1813404,795000,70,0.0192,158225042,0,1
42,freelancer,medium,22057373,0,4023702,-4023702,279000,28,0.0443,0,279000,0
40,self_employed,high,16042214,4432717,2932705,1500012,1364000,59,0.0968,138540643,0,1
19,student,low,7233625,399673,276820,122853,478000,33,0.0122,11601097,0,1
42,employee,low,13120509,2925048,1994193,930855,681000,28,0.0154,40120793,0,1
43,self_employed,low,21110040,0,7621642,-7621642,102000,38,0.0124,0,102000,0
20,student,medium,1387396,676699,757501,-80802,1445000,36,0.0302,0,1445000,0
27,employee,medium,16547796,2962813,2086983,875830,10000,60,0.0586,83052895,0,1
24,student,low,4185570,0,1387989,-1387989,1304000,70,0.0103,0,1304000,0
23,employee,medium,0,3389656,1673316,1716340,647000,53,0.0465,100764969,0,1
36,self_employed,medium,0,0,0,0,10000,56,0.0465,0,10000,0
22,employee,medium,0,4082515,2169756,1912759,505000,66,0.0403,141062533,0,1
30,employee,medium,21232176,4090896,2369701,1721195,806000,42,0.0569,105681467,0,1
36,employee,medium,21734671,2976629,1699831,1276798,10000,81,0.0484,152139327,0,1
35,self_employed,low,27651128,170406,112598,57808,10000,81,0.0258,38014089,0,1
35,employee,medium,17377112,3633897,1923723,1710174,92000,75,0.0504,174191290,0,1
36,freelancer,low,4540371,0,1155133,-1155133,739000,65,0.0244,0,739000,0
32,self_employed,low,8547247,0,2881195,-2881195,567000,20,0.0167,0,567000,0
41,employee,high,28003308,3130383,2049166,1081217,10000,63,0.0603,118300343,0,1
44,self_employed,medium,0,2109825,1390556,719269,2408000,19,0.0523,14215637,0,1
48,freelancer,high,19311336,0,3846811,-3846811,48000,68,0.0835,0,48000,0
32,employee,medium,33651540,4963057,3077004,1886053,10000,56,0.0419,157333553,0,1
36,self_employed,medium,25488697,6426286,4992365,1433921,357000,73,0.0581,161465527,0,1
52,self_employed,high,26185604,3018183,1519040,1499143,10000,66,0.0764,162307927,0,1
39,employee,low,12803454,5076075,2579786,2496289,10000,61,0.0174,173077078,0,1
19,student,medium,0,0,0,0,643000,36,0.0312,0,643000,0
20,student,medium,0,0,0,0,59000,11,0.0489,0,59000,0
43,freelancer,high,1883278,4381121,2055931,2325190,365000,53,0.0991,156739429,0,1
37,freelancer,medium,0,3551511,1625457,1926054,483000,27,0.0448,54607670,0,1
34,self_employed,medium,27914273,500205,395162,105043,10000,50,0.0371,38243370,0,1
37,freelancer,medium,0,0,0,0,1356000,98,0.0428,0,1356000,0
21,student,medium,879721,0,152657,-152657,939000,36,0.0403,0,939000,0
34,professional,medium,19720594,5858491,4196957,1661534,401000,58,0.036,128552091,0,1
36,self_employed,low,21849958,1755402,1287954,467448,2002000,81,0.025,67060896,0,1
40,employee,medium,18731257,3275195,2178381,1096814,10000,55,0.0398,88530370,0,1
21,student,medium,6055810,0,2210864,-2210864,565000,68,0.0452,0,565000,0
23,student,low,6915456,0,4000937,-4000937,571000,23,0.0235,0,571000,0
54,self_employed,high,13202534,0,1176020,-1176020,704000,79,0.0811,0,704000,0
41,freelancer,medium,0,468233,231185,237048,2607000,27,0.0491,6752637,0,1
31,employee,high,11244470,2960942,2232980,727962,136000,58,0.0963,71375685,0,1
40,freelancer,medium,14757598,1109540,511911,597629,1743000,60,0.0356,56811855,0,1
23,student,high,1472137,953821,434773,519048,10000,30,0.0864,19137516,0,1
24,student,high,5948939,250618,114364,136254,708000,36,0.0976,13635399,0,1
22,employee,medium,25872212,2820175,1290870,1529305,1046000,27,0.0482,72350856,0,1
30,professional,medium,52156730,5133148,4068244,1064904,10000,77,0.0597,176048666,0,1
23,student,low,0,0,0,0,10000,70,0.011,0,10000,0
45,self_employed,low,11152974,0,3925877,-3925877,156000,36,0.0197,0,156000,0
39,employee,medium,26831532,0,5001101,-5001101,10000,41,0.0496,0,10000,0
22,student,low,6929804,0,354916,-354916,952000,60,0.0187,0,952000,0
22,freelancer,high,0,5209815,3418696,1791119,502000,34,0.0936,69429046,0,1
49,employee,low,1965323,2544295,1730316,813979,1385000,54,0.0282,49037981,0,1
38,self_employed,low,13050821,3320348,2478093,842255,2589000,31,0.0206,40557054,0,1
30,employee,high,0,3075450,2300797,774653,10000,67,0.0734,63913579,0,1
32,employee,low,19946418,2314279,1543928,770351,1251000,53,0.0213,64683132,0,1
37,employee,medium,35597338,4718048,1972433,2745615,10000,61,0.0476,234381827,0,1
27,employee,high,43425852,3840617,2578079,1262538,109000,14,0.0746,65769774,0,1
44,professional,medium,37083977,5978561,2573103,3405458,695000,16,0.0488,95753068,0,1
32,professional,medium,6201390,4498308,2028592,2469716,1030000,1,0.0348,8689090,0,1
40,self_employed,high,0,3180881,2653143,527738,10000,29,0.0716,16654225,0,1
22,student,medium,5271068,64116,45486,18630,1069000,25,0.0555,6408131,0,1
37,employee,low,11419430,3618496,2146963,1471533,1353000,41,0.0161,74045132,0,1
24,student,low,2046354,0,904741,-904741,1557000,43,0.0199,0,1557000,0
33,self_employed,low,14352389,4002857,2011119,1991738,10000,6,0.0168,26465704,0,1
19,student,low,0,1660672,1762057,-101385,2097000,71,0.0194,0,2097000,0
40,freelancer,low,21696466,0,641011,-641011,449000,48,0.0158,0,449000,0
38,employee,low,14865273,4134065,2991398,1142667,864000,9,0.0273,25550510,0,1
24,student,high,3031158,0,791832,-791832,2887000,112,0.0894,0,2887000,0
25,student,medium,2401735,0,1071036,-1071036,25000,24,0.0326,0,25000,0
25,employee,low,13109027,3993854,2951623,1042231,10000,25,0.0196,40227857,0,1
19,student,medium,2969804,495111,179294,315817,1464000,35,0.0324,14840078,0,1
35,freelancer,medium,14989980,2624473,1844797,779676,10000,66,0.0519,79336964,0,1
